peer_id,worker_id,creator,owner_kind,controller
12D3KooWKGgWrVGR9kqQxGFnN6idx85atjXYdGHFJ76Ge3Xju5L4,2186,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWSsTnNkokaiFNz78JtsgBMaS3qhdResU9aQrN7EtMqbVt,4311,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWE8hXgHaqC13kmAEyETqNpVYsN44tuLtmng8mYNziaYSZ,4210,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWN1hKfp45DZboFtGZv2aGvcaPrngCZFW28srBJtbZcXDe,4331,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWAPjZbmFWAG986qeCFdeuYRpC6d1MyAAVGtHhwxuQw6gX,2122,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWN6TrcHcknweCTFNFYX35ErhVnvJ1fwTuisBmzDcEiidF,2156,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWHLss1o7bA8hwCkBi5rJQhCaVUWSoSF64NNzVsf9rPYqb,4408,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDvVPfZHjyZP3JtSiAL4nZqD5nakqf3SW3Mu4eu787Yvd,1773,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWPveEQtsk5q7S2fEg2xWNFepiqswWsBkYwLeq9LFmQd56,468,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWR9Ur3tCCvd49mWXKR2tmipme147UKwYyp2bX64U7fCs6,4496,0xA205c6e35e0814B0A602b016B539E819807f27F3,eoa,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWMd5PNxH92YaYFV2b7gEYbuj9rCt1Urpc9njzA4yQbdkC,2274,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWGPXRCd8BNGLcjgcHSs2Jg7tZp36R2qXoNJqw2avjnuo4,4472,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWBKL2keqGhZqAWBcdbUTcNLK5rT8Zgnp4pZwGDmZd5i84,3976,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWBbHqwmyFtddt7riqLNmaUokhzokkrNsh8x6X5C1JyF3a,1742,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWJNezGNnNp5gVbgYfir6ouYu5smYFoFxKJ2czk5ptkubQ,2184,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWJcbjUiy9p23kfFK18VbS2mRHkocmL8oXvC4wwRfYooTU,3417,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3,eoa,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3
12D3KooWH792mNec6vwAwm2GD3KQjUaMiURrjwzUaYoLJUBUNnmS,2160,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWQ1tGZDNrViN1w8ywbLHEfzr1FSxiSFipY1ss9vgFuL8v,1758,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWMAGzgXU9iHL8EMPhboQfLBqnLjxkqUpXxvQsThVx7QZW,809,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWQbSLRaiKaTfNsEDsmXqxkjHdrXr25cfzjhu3gFdmcYn8,4293,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSLFVq1RZbVmYWgq3ZkcYLBeskXNC7GVPeYVXGPqWm6Ub,817,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWS8quUAnmGWex8DcsF6DNSz6vMNZEwtbfGkw7KyqkYtUH,311,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWF5tynTzMA7scRwbbRfYRpYBuqp5USBWAdn3qpsm39tyY,920,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWCBUuuEFpCtvsyfPRDGBJmyFUhEKtXW9nqasN31cBfiYt,1759,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWAgMJrZU6mEoE6HmqXubUGfAXE6p8C8XKcHUungYHdEbA,4417,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWP8z4wF3Ret1qRkKpiiDkkBTbup2KxQphzHckRQKPdnPt,4379,0xf0C4B0eCD1C37760fDF6cfF39847dcBd421c5792,vesting,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBGPbGtmMxM13M4m1EpAkZ8RgcTXfdEowCV4mw2HncJQk,4359,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSnKmUHQKrFyYEHWKDLvd9BtTmkmGK8F4bPAHEGuQcCj2,3980,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWLrSfqWmEryCFmszTkvABMaudb8qffoC5DGuR5e2amkW3,4288,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWLwNbEWdkPnAnJrxeZEYsBMe6mVS3GbjLkPkWBi6sRABP,2283,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWCdamPTWWXzY3dvGYRXzwkMuFZ9jrkkrhK7WCe8gwbARR,4303,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPSq7X3J5EvZQKPzKhVTk3oyptLuKiEX6ruhjanL9eu3U,4218,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWEv9Sozbd5EW7qv9ah5CqaQjHhY2mTwjSd6dTS6bcTkMJ,4307,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWN7L91bFBUmZMnwpPBKygzk3Z97FZ23BweiGGnbhGGKxJ,379,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWBNhLRZouyhBftmcWBr6LezSUKQUFYfruRU29f8T1325v,4195,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWNy16VVVnS7DdysnskGUoGchT98xKDmwkWtWwV2wDkGzb,4375,0xf0C4B0eCD1C37760fDF6cfF39847dcBd421c5792,vesting,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSzvi7CMMqtjJsEN1nQi4ro61uSnyRhcoNQvfwpW7ArRd,2233,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWAJw1TLs5s655qus7r1C4ijYCqfeQaGKDsQLnMgGB7FJB,4412,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBVEC5rjZF4DwFuZqFGi1PPsNr5eJ8R4yT7sCiqBMyivW,4406,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWJ3Uo1QZ29E2qfoVUAL6b749MfqwsntA5XM9VQUoLuvJJ,2137,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWMK199WZ7Ja83rSSimWLf4iMkusgDzFnoUjh96khDBy63,4289,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWQ72aD3ay6DnKPi3jrzwdZn2KGq6zKt7kT3yWW6sGV7af,4439,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWFVbbieG6txU6KmUqXmT5Jf71A99VQ3uo1PBstQGGjwV8,674,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWJ6gDoQ4mLTLMr1jQA8857X8sKYMSi5CrMvbzMeZdQ6Wa,4175,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWRMntqDkdA3LRKRbFfN1nDipZdUaSTbSW4ccGiCEG5RYW,923,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWSRYJnHgy28GkEHN8aMuNccZXXXALUT9kp9w3FCs49Qm9,4366,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSk9DJCFk2s2J8yjy9XmBwQaQWrB5yM5e1RFhgHMz7TB7,719,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWRR5upy3oQzVAPCFfDWqpZMkq7TtDx1fzeae8PfoNnGmo,1743,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWNGCDVw9zWkYp7exZFw4pfoUrvVBAkWPoxoZqnGrGpsBk,4351,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWRjGhTEKHpkwtxi5YFNn5Rpya3iFSUMHGr7dW7qa3aRrU,4494,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWDGtTxYJeYxpQHgyRxcovJxUKUHk9HdkV72HM7v1VBBkv,4271,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWMLVnF1c4WpS2b142vcvZ7TUD8uCkzCgwedvy48tfWNoh,2175,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWBWp6GNdZyVSFEq5VBkyxvvWS25foEMuNNcoioHBodpNB,320,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWE7phdpnGL1k5VgM9YNaLVUWSQomHvnkDWSog2ZX6VBNz,4285,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSgAMUq5Yhzt5auBqbjeRHphGMfAYskfqM3q84DbDT5jZ,4391,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWS2X9Zxr7MCrwV7AnyLHTd6dymFKKnRU2Gcz4zXBMSfMF,4270,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPUQRex5KLyDBw4zN9qBim8oVKdXL33Rv2H6Eb9f74hGh,3406,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWMDrHQSjmr5yBTh9eTUn4TRZ5xmpscWtZEaNU7aAfiYqu,4486,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWCdQg7g7h5YMWVfiZtbCmtr8F1KYARCUS49GgdEkvC6BV,927,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWMVsqrKJw1qX1Z6v3bXjUSExqLFXbPQDHMB3UapB34mDo,4443,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWSu5rH5Qp3CJYbBAnpLsDDszhKudMLCpNYaFPErjQ3wW1,514,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWNH37oermVfwjY36EngGJvHUuYnzKfSb8ifq8qEkdBSAo,737,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWQUVCdpz52HH4Xjv1eucCP61sze1sJ8DpjYGJ4jCtQict,2164,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooW9xAoPTkWo1CHdCubZPtUeuzrj7y5c3uGjKFij3aHfehQ,4367,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWL3Nq6mJGt7yQ2NczLYk5YBbPe77NY9aVJFct8rQsjLnF,3416,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWN3WRqCGsd16a6s6BPBcJFwYQ7PyqewyuMdQAamQevVbn,3979,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWMLMTxU3U5FmBxiPQm3ZoEgXLcveuZEkVggJwUhie8aBP,929,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWQDhPiYsMkLrSN3NVAHXWKT1gTCNxjQ6wnQCxLmSKr4Xv,4215,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWJQREhHGicRrC5WDNXRHtnzihTwhKZd7jLV9rv7VB8ra1,4352,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBq3umekdUMz9F5zSGPFcifeKr25Hur3srdM1gRsvXH8g,4460,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWSNKKVWVWFfJt8NHFswZWsD8qaWtktSB7rGGbg9yfkKa6,536,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWBp3K2r2x1uL4vnoa7dTGpu6ZV24zcGpwoYuTY3VRwVcj,2094,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWHfn9xPdSKAYRML9RwJRdUL73f5HH3JCxjFThgBAfjHpJ,1771,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWSk8dxi7obZti6LDENrKwMhvf8Vj5dwqGf29pdS1Va74U,1732,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWSVwbhVQH1yu27RiZEMZptT9BPx862a3Jv6HmNpfWQ5AP,2216,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWMnAeyRsbxvyBLRZeR5AC5dTbgYV5g7j7xmfeJU3qXufS,4146,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooW9t2vC5hxZgAifNJcEeestNqt4TwFsDAWcGLwpfGJGruV,4171,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWCu3gwJWQjx7Mh12C46bRUWj7TG3ff9vGoHgZTWqWo39Y,3399,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWLhyay72jM5cmUii47gfFFRSKDoVDf5QAx4WL2MwgWDj3,4362,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWCJ4mRPAG6xX1DP8Wx63hnmSWSy6ERYBpL8xUgSSQjThG,3969,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWCzgLVi7mxuirKXhBskHoTPyHADkPCLSSQc9MyfJLGwMG,4469,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWAq4MfLHSpKb6LmfBEXcxQeZYekqx7RSg1WCCnbLC1Gy4,4405,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWHN6iV1krNzhK6N9xrKZ27xGNnmkacXKzsuiR3VMNA4NA,4365,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWAAE2s6LYZY2BRXbjpKLsGLFj2nNMdcarRHo7tBdCjzzv,4386,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPB2egmwSR5ooWmKMqVRubXFfaW7tmynVzd7NBwpez1Xw,4459,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWFAEogixWYnx1Wge2z77dfGjWvaVKpnrDC1wyCQ5vRav5,4287,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDK7sm2StPW5QMqviP7SVB7F3oLkfhh6VUNuNyHRXR8PP,1750,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWSiSiaDMg1EqaquZ3yDkBbzfgmY4f7ZjEQ854dcoBtLvi,4272,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDojBBTPxS72QPkXsNznmkiRHudPmWBLeKCfw1JzHAdXf,4342,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPguBojdmXYrRQtewuHegK9Cvo9wmUQmjX8paRjeQKDxU,2277,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWQfC1runmYEhQvd32a6cwz7Lwqite3sCM2aTJCZDSivkt,4279,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWGJP1yKMF83VTuCNEwP6uzmNtX2Tcuy857s6dnNYUtBTQ,1769,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWK2AXxXqZyhCjyUGoHmny2oBKLrjkU1jiFcHPMNAjMREH,4356,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWCc4pdgbBhFWbNwJTHgwCV2z2F4EGrETbXyBgEwSBmeSa,4194,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWLwbqJyPELYDmDeF9yRfD2zMvzh1FZm6DJRfEKbNhbRh8,3423,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3,eoa,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3
12D3KooWEC9NproEpMdA6qnSF8FKx7oV212QqC86aPf7BvpRRMo6,3403,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWPs6NAv3eoaNs9xASJNMx44QaDZ5VaXzLbkwq4qaiqwG7,3984,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWDAP8vZXoP4AwGhX3RtAaFsuRBWe2dcYCEyg1DvwFiQMn,4470,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWAcK9vDd9JgcP8LbKinRekKtgTbz4JTPgxGkrZvv8N8RL,4364,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDnfAL1Yzqqt2hMcvWvXD2vvypYV5NRTjxYGyf6REb5Ly,4441,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWFSS6Xpx7dkZWQnUawvgWy7GajspBKbgCVewTxFyzEspk,4208,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWA11P7Pjr55xYfLbTJ4QBEhFrHbdqGhxiMTV4TfpuSzb6,684,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
