id,peerId,name,ownerId,status,apr,online,jailed,createdAt,uptime90Days,bond_sqd,delegated_sqd,capped_delegated_sqd,age_days,lifetime_sqd,display_apr,last_period_apr,last_period_sqd,last_period_end,sqd_7d,staker_sqd_7d,paid_7d,zero_7d,periods_7d,covered_days_7d,positive_apr_7d,realized_apr_7d,sqd_30d,staker_sqd_30d,paid_30d,zero_30d,periods_30d,covered_days_30d,positive_apr_30d,realized_apr_30d,sqd_90d,staker_sqd_90d,paid_90d,zero_90d,periods_90d,covered_days_90d,positive_apr_90d,realized_apr_90d
17,12D3KooWErhk7medzUucSjF6j7E3KR52YE34bCAEKqJVjtq4jwg9,amer-sv-lattic-subsquid-worker-batch2-02,0x86bee9cd2be4e9ac6ab452fed9c4a6cadf9b272c,WITHDRAWN,,,,2024-05-22T04:18:54.000000Z,,0.0,0.0,0.0,855.8202083333333,0.0,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
18,12D3KooWAACn5GfFkYQrih8pYW2vCq8KSNsb7HhgGnz1Yn1kG5gX,Subsquid Worker 1,0x644e5a8e925e26a80d53d4650c6bc12be3e41cb5,ACTIVE,0,,,2024-05-22T16:06:35.000000Z,,100000.0,312.19118115600287,312.19118115600287,855.3287615740741,17491.28924165965,0,,,,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0
19,12D3KooWG81PvLEueF3a8shZpnnXamso9AzBmEZBVSnSBrrXF6hw,Subsquid Worker 2,0x644e5a8e925e26a80d53d4650c6bc12be3e41cb5,ACTIVE,0,,,2024-05-22T16:08:38.000000Z,,100000.0,261.21732286444603,261.21732286444603,855.3273379629629,17285.24525519524,0,,,,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0
20,12D3KooWBM5oLCVRbMTcMGoKgy9NCWavxWS9ppjTtSHqvFuvWhF8,Subsquid Worker 3,0x644e5a8e925e26a80d53d4650c6bc12be3e41cb5,ACTIVE,0,,,2024-05-22T16:10:27.000000Z,,100000.0,118.0,118.0,855.3260763888889,17408.671220342912,0,,,,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0.0,,0.0
21,12D3KooWAeycNzcP7wx3qAxiejw6eNJu7a6HuZqZgxKPJZpHACx6,Subsquid Worker 4,0x644e5a8e925e26a80d53d4650c6bc12be3e41cb5,ACTIVE,13.303595632074929,,,2024-05-22T16:12:12.000000Z,100,100000.0,30109.1,24539.396895604423,855.3248611111111,33117.13660587854,0,0,0.0,2026-08-26T14:28:54+00:00,0.0,0.0,0,0,0,0.0,,0.0,12.756562048033645,1.8847622002406466,1,1,2,0.6683564814814815,13.936497635515451,0.15520483825107603,2218.9813575872226,327.85104404079954,181,1,182,60.8640625,13.38067730154437,8.999202172437071
22,12D3KooWRb9qRjGSsCm5czAEPDQxobWFzPnQ5yFDyM9pMoK9q9xG,Subsquid Worker 5,0x644e5a8e925e26a80d53d4650c6bc12be3e41cb5,ACTIVE,12.480475135270249,True,False,2024-05-22T16:13:12.000000Z,99.50169875424687,100000.0,48779.57399695015,31234.459815066482,855.3241666666667,34200.708657420684,12.480475135270249,14.474726664289058,13.263909536549507,2026-09-25T13:32:42+00:00,272.3954923762377,36.794369088566455,21,0,21,7.039143518518519,14.123710312940714,14.203479245332396,787.9778218122435,106.43768939215217,67,14,81,27.10267361111111,12.824947059124868,9.58706349871563,2365.819777520936,311.2224126191849,207,28,235,78.60184027777778,12.471282882660292,9.59471354216824
23,12D3KooWMsPjwLGDzFa41PAt4p74v8WTq78pmqiFrUmHXq8ChnKs,BER-SQUID-WORK1,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T20:29:58.000000Z,,0.0,459.0,459.0,846.1458564814815,25370.82242128217,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
24,12D3KooWPnz9cLKEjsH9DH9N36zJVUAAvUba9cVV7rm7PSsdkyF5,BER-SQUID-WORK2,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:17:00.000000Z,,0.0,383.0,383.0,846.0298611111111,26200.298881468218,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
25,12D3KooWCuhSjuf7zDS9YXmtXSbtgySi6b1svd4LYAnxX8nwPzHu,BER-SQUID-WORK3,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:17:58.000000Z,,0.0,521.2724968144441,521.2724968144441,846.0291898148148,25701.492112763724,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
26,12D3KooWCTyp1eBZPLAtWQSfZH3kWuwBUnqViezfAkhHHtvRvxBN,BER-SQUID-WORK4,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:19:05.000000Z,,0.0,462.0,462.0,846.0284143518519,25187.180178996503,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
27,12D3KooWFZwztUPud7WeAM4JSAa5t36Drf9mcPSF1LuXZwPN1Hob,BER-SQUID-WORK5,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:20:11.000000Z,,0.0,2380.0464807736075,2380.0464807736075,846.0276504629629,26017.492723842457,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
28,12D3KooWB5jDtP1ynwnTU5BadXtGkoucpd2Si9q1maaj4vtf4M6h,BER-SQUID-WORK6,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:21:03.000000Z,,0.0,263.0,263.0,846.0270486111111,24823.939824665307,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
29,12D3KooWQnTegRQdwQiMVKZEfc49TToh77bTPnNmocfu7mPZztNW,BER-SQUID-WORK7,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:22:06.000000Z,,0.0,20349.07820610154,20173.78408038588,846.0263194444444,25860.030642472742,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
30,12D3KooWLgqUsdb1hCj9hf9AMJviqck4LHYYFnp9yuMHpUs8PR79,BER-SQUID-WORK8,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:23:29.000000Z,,0.0,263.0,263.0,846.0253587962962,26005.100843363613,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
31,12D3KooWH9JnY89oGKzc1vDnUgkwRAWZLyN6oQbgwCmGv1qsq6aT,BER-SQUID-WORK9,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:24:36.000000Z,,0.0,463.0,463.0,846.0245833333333,25509.46139178227,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
32,12D3KooWPw3ZDnLEVVW2MamQCVaKthHWNmVM3qZpf1Yv98pvqQAQ,BER-SQUID-WORK10,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:25:27.000000Z,,0.0,263.0,263.0,846.0239930555556,25014.003422112062,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
33,12D3KooWF9n4NPLTRaRngdFaMLdXSG5FRtMJG8GjtoNfK4Mi5Aw6,BER-SQUID-WORK11,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:26:24.000000Z,,0.0,263.0,263.0,846.0233333333333,25670.739618840824,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
34,12D3KooWQqiHmwgxb9sPCw7JxGJP9SHASjwsnsB2Sdf1uGnYTdFP,BER-SQUID-WORK12,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:27:34.000000Z,,0.0,263.0,263.0,846.0225231481481,25007.1769370864,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
35,12D3KooWKwiqGkyipiiDH1XgUicPETgH1dT9QiRz1bhcsv5Vb4fc,BER-SQUID-WORK13,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:28:59.000000Z,,0.0,263.0,263.0,846.0215393518519,25640.654515240913,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
36,12D3KooWRcs3DxZEv7w5oPk7Dqd8sAEGPbN9RVXgVB8BR7j3rmZS,BER-SQUID-WORK14,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:30:03.000000Z,,0.0,379.02,379.02,846.0207986111111,25260.713004038174,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
37,12D3KooWEHkJjVUFED5vwAAZ9AMc3cssm1mZJu22NXJyDXwo6H98,BER-SQUID-WORK15,0xe19cccb34c15d75a96fd839f858398fc4e68adee,WITHDRAWN,,,,2024-05-31T23:30:53.000000Z,,0.0,385.07212658334345,385.07212658334345,846.0202199074074,25994.221393803142,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
38,12D3KooWQXoMMUf47pyb61ypZS7uHLyCTuQZPAT7RR4K98iVL3FR,BER-SQUID-WORK16,0xe78d13e3e07a4fe813e77b24e9637b0dca634d34,WITHDRAWN,,,,2024-06-01T08:53:42.000000Z,,0.0,2500.0,2500.0,845.629375,33169.48644670398,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
39,12D3KooWADWGidYt2Gzu9Q9CvmsbCewafJXu7tZLaAXmXg8CbBZ5,BER-SQUID-WORK17,0xe78d13e3e07a4fe813e77b24e9637b0dca634d34,WITHDRAWN,,,,2024-06-01T08:54:30.000000Z,,0.0,2280.65074060895,2280.65074060895,845.6288194444444,32060.919750538455,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
40,12D3KooWP3j5mjYb9zJHJ2oHusFmtR6X8U4W9hkfXgkL5q6KXS1J,BER-SQUID-WORK18,0xe78d13e3e07a4fe813e77b24e9637b0dca634d34,WITHDRAWN,,,,2024-06-01T08:55:44.000000Z,,0.0,0.0,0.0,845.627962962963,32695.056313334342,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
41,12D3KooWRFXx3bkeDiBg8joVUbipxHZ4FyMNkqVgWLJh5TcJQw3T,BER-SQUID-WORK19,0xe78d13e3e07a4fe813e77b24e9637b0dca634d34,WITHDRAWN,,,,2024-06-01T08:56:37.000000Z,,0.0,235.3390500313183,235.3390500313183,845.627349537037,32536.997623218966,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
42,12D3KooWS3Q5p8kGSRZPvNBPHEgNkrco54kg9wEUSt2UziYmPbgv,Ledgerwise,0xe7c16473329dc260d55f50f9050f279136f25567,ACTIVE,13.811707999640248,True,False,2024-06-01T09:18:02.000000Z,100,100000.0,72400.95424176061,38052.84594922188,845.6124768518519,35536.0983166689,13.811707999640248,14.901785750438334,13.683124365025458,2026-09-25T09:31:53+00:00,285.6941609822823,45.66435504620924,21,0,21,7.038946759259259,14.814358644765132,14.896909822647578,1178.354527171961,188.34406455519218,89,0,89,29.77859953703704,14.443011084275541,14.336646747258861,3415.3842372301156,545.903066033522,269,0,269,89.97430555555556,13.855077730739952,13.85128051765547
43,12D3KooWJ1iXThLDGdQBZryMC2Ht2QxaxUPUxj7xnjEDkg6dnT7x,Ledgerwise2,0xe7c16473329dc260d55f50f9050f279136f25567,ACTIVE,13.542770058403105,True,False,2024-06-01T09:19:45.000000Z,100,100000.0,56487.89732025609,33611.87210503339,845.6112847222222,36199.1016779665,13.542770058403105,14.624028972370132,13.42808241225653,2026-09-25T09:31:53+00:00,280.36906162866944,40.33925569259636,21,0,21,7.038946759259259,14.53823143456177,14.619243927780623,1156.4060260829979,166.3826889444895,89,0,89,29.77859953703704,14.173990264121233,14.069606650676473,3348.87683486604,481.83347385024064,269,0,269,89.97430555555556,13.585288665801299,13.581556052512273
44,12D3KooWFGMPhK9SanFB9NMUdV78qYhSZb3qP4AzaiH8n2bvLD1U,papillon 🦋,0x294ce496e96f98609f6b7c45bd8a825ab4a2933b,WITHDRAWN,,,,2024-06-01T09:20:11.000000Z,,0.0,0.0,0.0,845.6109837962963,22765.375786865945,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
45,12D3KooWPPfwCW7YpevdUfUZqRad3EXFbKfgCmeZ5bijbZbozy8G,Ledgerwise3,0xe7c16473329dc260d55f50f9050f279136f25567,ACTIVE,13.445875586616616,True,False,2024-06-01T09:20:32.000000Z,99.72209356183419,100000.0,55000.0,33166.247903554,845.6107407407408,35203.91196655344,13.445875586616616,14.595651999451256,13.374719415275951,2026-09-25T13:32:42+00:00,279.92049905538005,39.81670910104214,21,0,21,7.039143518518519,14.514571243840152,14.59585459360196,1167.3934445063398,166.05345211669,90,0,90,30.113020833333334,14.149758779929401,14.203286908160468,3299.3896216125486,444.9411642305091,268,1,269,89.97641203703704,13.4342639586927,13.380857909873114
46,12D3KooWBV8Vk4naFUj99LAMogQNMrKEuuxDTi4fqMrD5pd8dsfM,Ledgerwise4,0xe7c16473329dc260d55f50f9050f279136f25567,ACTIVE,13.537631153275683,True,False,2024-06-01T09:21:17.000000Z,100,100000.0,52473.919588022625,32395.653902343947,845.6102199074074,35405.04165471876,13.537631153275683,14.542877278702509,13.347111145277992,2026-09-25T11:32:25+00:00,278.9203706643906,38.8811393097483,21,0,21,7.038449074074074,14.464134088405942,14.543705041786081,1163.241637419293,162.1543813657834,90,0,90,30.111828703703704,14.09999095964438,14.152773255268064,3334.381962125601,464.65682940278487,269,0,269,89.97673611111111,13.526131298660275,13.522771290842714
47,12D3KooWKHAPaBBpXdokuNWQYAn8M3WYYcdkGBcr9gNCaDmofUd7,HerculesNode-1,0x0e54851f74f230d731cb2aeda3abf6ca3168ec53,WITHDRAWN,,,,2024-06-01T09:25:15.000000Z,,0.0,5860.584224971856,5860.584224971856,845.6074652777778,22700.02431899945,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
48,12D3KooWMqKJBWWnK4RBRXxUWmp6pRzTkE7nSFZCcEEgrWhUw9A8,Ledgerwise5,0xe7c16473329dc260d55f50f9050f279136f25567,ACTIVE,13.609541077755058,True,False,2024-06-01T09:51:25.000000Z,99.72209356183419,100000.0,60118.269501340146,34675.14080759879,845.5892939814814,38584.13739065226,13.609541077755058,14.690105102890946,13.461271475879713,2026-09-25T13:32:42+00:00,281.73195357986185,41.62816362552395,21,0,21,7.039143518518519,14.608499647938082,14.690309008092797,1174.915080160241,173.60315924953053,90,0,90,30.113020833333334,14.240926477059727,14.2948001419496,3338.9424522210534,486.0798260171099,268,1,269,89.97641203703704,13.59530356114142,13.541266611785382
49,12D3KooWQFUnLcs3yhfr4xeUNSiDj3Q4i4QsA2CLEYwahoGasEbv,gc3al High Performance I,0xfc7ee12a610f84606ccbac37cca89457cfea20df,ACTIVE,13.70447660212156,True,False,2024-06-01T09:57:45.000000Z,99.72209356183419,100000.0,73844.0908699511,38430.22010604444,845.5848958333333,33518.34869756121,13.70447660212156,14.925164126927424,13.676667711185587,2026-09-25T13:32:42+00:00,286.2399974355412,46.136207481203336,21,0,21,7.039143518518519,14.842252888356064,14.925371294853221,1193.7485739322456,192.40858154259556,90,0,90,30.113020833333334,14.469204401065367,14.523940982842321,3362.849059267601,508.8030304065084,268,1,269,89.97641203703704,13.692641374033757,13.638221184807492
50,12D3KooWDfbardYRrW3BcMYvtBFPXcHJtpeK3XXAysF9zzv4Ew2v,Blacknodes | High APR,0x95d06e7cd4571d9803936d1259d967a068096955,WITHDRAWN,,,,2024-06-01T10:33:48.000000Z,,0.0,10173.0,10173.0,845.5598611111111,25660.370334967152,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
51,12D3KooWAVz2hUaZArbrdAtuu9xsNZgJSQvktPCcnfqtjEzzCsvD,BlackNodes | High APR,0x95d06e7cd4571d9803936d1259d967a068096955,WITHDRAWN,,,,2024-06-01T10:55:15.000000Z,,0.0,15.0,15.0,845.5449652777778,24835.162024081816,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
52,12D3KooWCinv66xoDxx7yqmqWwYJcbB3jkuWVPsPsfhQCFBQJTsU,GPvalidator,0x81f89811b1f866513fa5e5e39a4939fa193b247d,WITHDRAWN,,,,2024-06-01T11:08:25.000000Z,,0.0,175.20860896163165,175.20860896163165,845.5358217592593,18663.11432866085,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
53,12D3KooWSyHzsvUoFjdfFebteL4fX3UWPxvzs6mcRoyjgLreFwNr,BlackNodes | Highest APR,0x95d06e7cd4571d9803936d1259d967a068096955,WITHDRAWN,,,,2024-06-01T11:10:55.000000Z,,0.0,65.24346457288921,65.24346457288921,845.5340856481481,25762.747002601012,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
54,12D3KooWLytgK9mrVcMks5uRMk1m5qcjQPCjBww5QNWKPaN13FAa,Highspeed Secure Airdrop,0x4cb5cd318c9de3a0ed74bbf637170e7c310e94fb,WITHDRAWN,,,,2024-06-01T11:29:01.000000Z,,0.0,0.0,0.0,845.5215162037038,0.0,,,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0,0,0,0.0,,
55,12D3KooWK82df2HCGpHCnGnQ6bzPoSBRN2GGCHgFRcuLE9n8YH6c,SGTstake01,0x236048df256f03b6f5c93d67e6161de8d7a153a3,ACTIVE,13.541999624566644,True,False,2024-06-01T11:34:06.000000Z,99.72209356183419,100000.0,61203.53084269051,34986.72057872544,845.5179861111111,35982.81816328021,13.541999624566644,13.871785179653745,12.711404367124363,2026-09-25T13:32:42+00:00,275.7881863376515,41.06157229032135,21,0,21,7.039143518518519,14.300438473707244,14.38038400189183,1169.5969377933081,174.13903709762278,90,0,90,30.113020833333334,14.17662913158639,14.23009607648525,3337.241166701209,496.8411438116442,268,1,269,89.97641203703704,13.58843539696272,13.53436695384379
